ID,Isi Berita,Label
178,"Kepala Staf Kepresidenan (KSP) Dudung Abdurachman menargetkan pembangunan 1 juta jaringan gas (jargas) rumah tangga rampung pada 2028. Program ini ditujukan untuk mendukung upaya pemerintah mewujudkan swasembada energi.
Pembangunan jargas rumah tangga tersebut menjadi bagian dari Program Prioritas Nasional sesuai arahan Presiden Prabowo Subianto dan telah masuk dalam Rencana Pembangunan Jangka Menengah Nasional (RPJMN) 2025-2029.
""Tahun 2028 selesai,"" ujar Dudung saat meninjau kesiapan pengoperasian jargas di Kabupaten Gresik, Jawa Timur, dikutip dari Antara Jumat (18/9/2026).
Diketahui, pemerintah menargetkan pembangunan 119.379 sambungan rumah (SR) di 15 kabupaten dan kota sepanjang periode 2025-2026. Dari jumlah tersebut, Kabupaten Gresik mendapat alokasi 7.363 sambungan, sedangkan Kabupaten Sidoarjo 7.223 sambungan.
Dudung mengatakan dukungan kementerian dan lembaga diperlukan agar perizinan jargas di lokasi berikutnya bisa disiapkan sejak awal dan diproses secara paralel. Langkah ini ditujukan untuk mengurangi ketergantungan impor LPG yang saat ini mencapai sekitar 80% dari kebutuhan nasional.
KSP akan mengawal penyelesaian perizinan, penetapan badan usaha pengelola, izin usaha niaga gas bumi, hingga alokasi gas dan titik serah. Pengawalan juga mencakup penetapan wilayah jaringan distribusi dan harga gas rumah tangga sampai seluruh sambungan beroperasi.
""Dukungan setiap kementerian dan lembaga terkait tetap dibutuhkan agar perizinan pada lokasi berikutnya disiapkan sejak perencanaan dan diproses secara paralel, sehingga impor LPG berkurang dan akses masyarakat terhadap energi semakin mudah,"" katanya.
Dudung mengatakan proses perizinan sejauh ini mulai tuntas dan secara bertahap masuk ke tahap pengoperasian. Ia meminta Kementerian ESDM segera menetapkan badan usaha pengelola dan menerbitkan izin usaha niaga gas bumi.
Sementara SKK Migas diminta memastikan alokasi gas dan titik serah. Adapun BPH Migas diminta menyiapkan harga gas rumah tangga yang tetap lebih murah dari LPG tabung 3 kilogram.
(ahi/hns)",finance
179,"Pemerintah kembali menawarkan Wilayah Kerja (WK) Minyak dan Gas Bumi (Migas) untuk mendorong investasi dan eksplorasi hulu migas.
Penawaran WK Migas dilakukan untuk mendorong eksplorasi dan menemukan cadangan baru untuk menjaga keberlanjutan produksi serta memenuhi kebutuhan energi nasional.
Dalam hal ini, Kementerian ESDM mengumumkan Lelang Penawaran WK Migas Tahap II Tahun 2026 untuk 8 wilayah. Penawaran WK ini menjadi upaya pemerintah untuk mendorong eksplorasi dan optimalisasi migas nasional.
""Penambahan cadangan tersebut diharapkan dapat mendukung keberlanjutan produksi Minyak dan Gas Bumi serta memenuhi kebutuhan energi nasional di masa mendatang,"" tulis Kementerian ESDM dikutip dari keterangan tertulis, Jumat (18/9/2026).
Pemerintah terus menyempurnakan kebijakan dan pengelolaan usaha hulu migas untuk menciptakan iklim investasi yang kompetitif sekaligus memberi kepastian bagi kontraktor.
Dalam hal ini, pemerintah telah menyediakan sejumlah kebijakan antara lain peningkatan porsi bagi hasil kontraktor, 10% FTP, nilai minimum Signature Bonus berdasarkan risiko, serta fleksibilitas memilih skema kontrak Cost Recovery atau Gross Split.
Pemerintah juga memberikan 100% harga DMO dan membebaskan kewajiban relinquishment dalam tiga tahun pertama masa komitmen.
Selain itu, kontraktor mendapat kemudahan akses data melalui keanggotaan Migas Data Repository, fasilitas perpajakan sesuai ketentuan, serta kesempatan mengajukan insentif jika terdapat kendala keekonomian dalam pengembangan wilayah kerja.
""Berbagai kebijakan tersebut menjadi bagian dari upaya Pemerintah untuk menciptakan iklim investasi hulu Minyak dan Gas Bumi yang semakin kompetitif, sekaligus memberikan ruang bagi Kontraktor untuk mengoptimalkan pengembangan Wilayah Kerja yang dikelola,"" jelasnya.
Berikut rincian 8 WK Migas yang dilelang pemerintah:
1. Jago - Luas 8.487,61 km2, kontrak Cost Recovery. Komitmen: G&G dan Akuisisi serta Pemrosesan Seismik 3D seluas 500 km2. Bonus: US$ 200.000 USD. Mekanisme: Penawaran Langsung.
2. Mahesa - Luas 9.145,66 km2, kontrak Cost Recovery. Komitmen: G&G dan Akuisisi serta Pemrosesan Seismik 2D sepanjang 1.000 km. Bonus: US$ 200.000. Mekanisme: Penawaran Langsung.
3. Rafflesia - Luas 9.027,74 km2, kontrak Cost Recovery. Komitmen sama dengan Mahesa, Seismik 2D 1.000 km. US$ Bonus 200.000. Penawaran Langsung.
4. Belibis - Luas 4.860,47 km2, kontrak Cost Recovery. Komitmen: G&G dan Pengeboran 1 Sumur Eksplorasi. US$ Bonus 200.000. Penawaran Langsung.
5. Talu - Luas 4.678,26 km2, kontrak Cost Recovery atau Gross Split. Komitmen: G&G dan Akuisisi Seismik 3D seluas 500 km2. US$ Bonus 200.000. Penawaran Langsung.
6. Manta - Luas 8.498,81 km2, kontrak Cost Recovery. Komitmen: G&G dan Seismik 2D sepanjang 1.000 km. Bonus US$ 200.000. Penawaran Langsung.
7. Palu - Luas 7.912,78 km2, kontrak Cost Recovery. Komitmen: G&G dan Seismik 2D sepanjang 300 km. Bonus US$ 200.000. Penawaran Langsung.
8. Leti Selatan - Luas paling besar 11.226,09 km2, kontrak Cost Recovery atau Gross Split. Komitmen: G&G dan Seismik 3D seluas 250 km2 atau 2D sepanjang 1.000 km. Bonus US$ 200.000. Mekanisme: Reguler, satu-satunya yang berbeda dari 7 lainnya.
Bagi Badan Usaha dan/atau Bentuk Usaha Tetap yang berminat mengikuti Penawaran Lelang WK Migas Tahap II Tahun 2026, proses lelang akan dilaksanakan sesuai dengan jadwal sebagai berikut:
Jadwal dari Lelang Penawaran Langsung untuk WK Jago, Mahesa, Rafflesia, Belibis, Talu, Manta, Palu adalah sebagai berikut:
a. Akses Bid Document: 17 September 2026 s.d. 31 Oktober 2026
b. Batas akhir waktu pemasukan Dokumen Partisipasi: 2 November 2026
Dan Jadwal Lelang Reguler pada Wilayah Kerja Leti Selatan adalah sebagai berikut:
a. Akses Bid Document: 17 September 2026 s.d. 14 Januari 2027
b. Batas akhir waktu pemasukan Dokumen Partisipasi: 14 Januari 2027
Badan Usaha dan/atau Bentuk Usaha Tetap yang berminat dapat melakukan registrasi dan mengakses Bid Document melalui laman lelang Wilayah Kerja Minyak dan Gas Bumi sesuai dengan jadwal yang telah ditetapkan. Informasi lebih lanjut mengenai Penawaran Lelang Wilayah Kerja Minyak dan Gas Bumi dapat diakses melalui https://esdm.go.id/wkmigas/
(ahi/hns)",finance
180,"Pakistan - Warga Karachi antre mengisi BBM setelah skema subsidi nasional mulai berlaku. Subsidi diberikan Rp100 per liter untuk kendaraan yang memenuhi syarat.
Warga antre mengisi BBM usai skema relief bahan bakar untuk motor, becak, dan mobil hingga 800cc resmi berlaku nasional di Karachi, Pakistan, Kamis (17/9/2026). REUTERS/Akhtar Soomro
Seorang petugas memeriksa ponsel pelanggan untuk mencari kode sebelum mengisi bahan bakar kendaraan mereka di sebuah SPBU. REUTERS/Akhtar Soomro
Program bertajuk PM Special Fuel Relief Scheme ini memberikan subsidi sebesar Rs100 per liter bagi kendaraan yang memenuhi syarat. REUTERS/Akhtar Soomro
Kuota subsidi diberikan sebesar 20 liter per bulan untuk kendaraan roda dua dan tiga, serta 30 liter per bulan untuk mobil bermesin hingga 800cc. REUTERS/Akhtar Soomro
Seorang petugas mencatat nomor ponsel seorang pelanggan sebelum mengisi bahan bakar kendaraannya di sebuah SPBU . REUTERS/Akhtar Soomro",finance
181,"Tangerang Selatan - Harga beras di Pasar Serpong, Tangerang Selatan, masih di bawah Rp14.000 per liter, meski suplai menurun dan harga mulai naik.
Harga beras di Pasar Serpong, Tangerang Selatan, Banten, relatif stabil dengan rata-rata masih berada di bawah Rp14.000 per liter.
Meski demikian, pedagang mulai merasakan adanya perubahan harga dibandingkan periode sebelumnya. Penurunan suplai beras akibat kekeringan di sejumlah wilayah membuat pasokan yang masuk ke pasar menjadi lebih terbatas.
Kondisi tersebut turut berdampak pada harga beras yang mengalami sedikit peningkatan. Pedagang menyebut keterbatasan pasokan menjadi salah satu faktor yang memengaruhi pergerakan harga beras di tingkat pasar.
Di tengah kondisi tersebut, aktivitas jual beli beras tetap berlangsung di Pasar Serpong. Pedagang tampak menimbang beras yang telah dipesan oleh pembeli sebelum diserahkan kepada konsumen.
Kenaikan harga beras juga mulai berdampak pada jumlah pembeli. Pedagang mencatat adanya penurunan jumlah konsumen seiring meningkatnya harga komoditas pangan tersebut.
Kondisi pasokan beras yang terbatas menjadi perhatian di tengah kekeringan yang melanda sejumlah wilayah Indonesia. Berkurangnya ketersediaan air dapat memengaruhi aktivitas pertanian dan pada akhirnya berdampak terhadap pasokan hasil panen.",finance
182,"Tangerang - Beragam tanaman hias eksotis dan langka menarik perhatian pengunjung FLOII Expo 2026 yang digelar di ICE BSD City hingga 20 September 2026.
Pameran Floriculture Indonesia International (FLOII) Expo 2026 menjadi magnet bagi pencinta tanaman hias. Beragam koleksi tanaman eksotis dan langka dipamerkan dalam ajang yang berlangsung di ICE BSD City, Tangerang, Banten.
Pameran tanaman hias berskala internasional tersebut berlangsung mulai 17 hingga 20 September 2026.
Lebih dari 120 eksibitor ambil bagian dengan menghadirkan beragam koleksi tanaman serta produk florikultura.
Perkembangan sektor florikultura dalam beberapa tahun terakhir turut mendorong tanaman hias menjadi bagian dari industri yang dinilai memiliki peluang besar.
Pameran ini menjadi salah satu ruang untuk memperkenalkan keragaman tanaman sekaligus mempertemukan pelaku industri dengan masyarakat.
Meski nilai ekspor tanaman hias disebut mengalami penurunan dari Rp4,42 triliun pada 2025 menjadi Rp3,51 triliun pada 2026, pemerintah tetap optimistis terhadap perkembangan sektor florikultura.
Pengembangan florikultura juga tidak hanya diarahkan pada nilai penjualan. Sektor ini turut menjadi sarana untuk memperkenalkan kekayaan dan identitas keindahan alam Indonesia melalui beragam jenis tanaman yang dimiliki.
Pengunjung dapat melihat langsung berbagai tanaman hias yang dipamerkan oleh para eksibitor. Selain melihat koleksi tanaman, pengunjung juga dapat mengikuti sejumlah agenda selama pameran, seperti lelang tanaman, kompetisi, hingga lokakarya edukatif.
FLOII Expo 2026 terbuka untuk masyarakat umum selama penyelenggaraan pameran. Pameran berlangsung setiap hari mulai pukul 10.00 hingga 21.00 WIB hingga 20 September 2026.",finance
183,"Jakarta - Warga mengais lumpur di Banjir Kanal Barat, Jakarta, untuk mencari cacing sutra yang dijual sebagai pakan bibit ikan hias.
Foto Bisnis
Mengais Rezeki dari Cacing Sutra di Tengah Lumpur BKB
Jumat, 18 Sep 2026 09:57 WIB
Anda menyukai artikel ini
Artikel disimpan",finance
184,"Ternate - Sebanyak 17.288 KDKMP ditargetkan mulai beroperasi pada akhir September atau awal Oktober 2026 setelah pembangunan fisiknya rampung.
Pekerja melintas di gerai Koperasi Desa Merah Putih (KDMP) yang telah rampung di Kelurahan Bastiong, Ternate, Maluku Utara, Jumat (18/9/2026). Sebanyak 17.288 Koperasi Desa/Kelurahan Merah Putih (KDKMP) ditargetkan mulai beroperasi pada akhir September atau awal Oktober 2026. Target tersebut menyusul rampungnya pembangunan fisik koperasi di berbagai daerah di Indonesia. Antara Foto/Andri Saputra
Kementerian Koperasi menyebut koperasi yang bangunan fisiknya telah selesai akan dipersiapkan untuk segera menjalankan kegiatan operasional. Kehadiran KDKMP diharapkan dapat memperkuat aktivitas ekonomi masyarakat di tingkat desa dan kelurahan. Antara Foto/Andri Saputra
Pemerintah terus melakukan koordinasi dan pemantauan terhadap kesiapan KDKMP di berbagai wilayah. Dengan proses pembangunan, verifikasi, dan validasi yang berjalan, operasional koperasi tersebut ditargetkan dapat dimulai secara bertahap pada akhir September hingga awal Oktober 2026. Antara Foto/Andri Saputra",finance
185,"Riau - Imigrasi Dumai menghadirkan layanan drive thru untuk pengambilan paspor. Sepanjang 2026, sebanyak 12.849 paspor telah diterbitkan.
Sebanyak 12.849 paspor diterbitkan Imigrasi Dumai sepanjang 2026. Pengambilannya kini bisa dilakukan lebih praktis melalui layanan drive thru.
Kantor Imigrasi Kelas I TPI Dumai, Riau, menghadirkan layanan drive thru untuk memudahkan masyarakat mengambil dokumen paspor. Layanan ini memungkinkan pemohon menerima paspor dengan lebih cepat dan praktis tanpa perlu turun dari kendaraan.
Layanan drive thru tersebut juga tetap beroperasi pada Sabtu, sehingga masyarakat memiliki pilihan waktu yang lebih fleksibel untuk mengambil paspor.
Selain layanan drive thru, Kantor Imigrasi Kelas I TPI Dumai memberikan pelayanan yang ramah bagi kelompok rentan. Salah satunya kepada masyarakat pengguna kursi roda yang datang untuk mengurus paspor.
Seorang pemohon pengguna kursi roda terlihat mendapatkan layanan pembuatan paspor. Paspor tersebut dibuat untuk keperluan berobat ke Melaka, Malaysia.
Sepanjang 2026, Kantor Imigrasi Kelas I TPI Dumai telah menerbitkan 12.849 paspor. Jumlah tersebut terdiri dari 5.560 paspor untuk pemohon laki-laki dan 7.289 paspor untuk pemohon perempuan.
Berdasarkan tujuan perjalanan, mayoritas paspor diterbitkan untuk keperluan wisata, yakni sebanyak 9.399 paspor. Sementara itu, sebanyak 831 paspor diterbitkan untuk tujuan berobat dan 2.068 paspor untuk keperluan umrah.",finance
186,"Jakarta - Keluarga prasejahtera di Jagakarsa mengikuti pelatihan memasak. Kegiatan ini menjadi bekal untuk mengembangkan usaha secara mandiri.
Peserta mengikuti pelatihan memasak di Gedung Sasana Krida Karang Taruna (SKKT) Jagakarsa, Jakarta, Jumat (18/9/2026).
Suku Dinas Sosial (Sudinsos) Jakarta Selatan menggelar pelatihan Usaha Ekonomi Produktif (UEP) bagi keluarga miskin.
Pelatihan tersebut menjadi upaya untuk meningkatkan kapasitas dan keterampilan peserta agar mampu mengembangkan usaha secara mandiri.
Peserta yang mengikuti kegiatan ini ditentukan berdasarkan data kesejahteraan masyarakat dengan kategori desil di bawah 5.
Dalam pelaksanaannya, peserta mendapat pelatihan keterampilan yang berfokus pada pembuatan berbagai makanan dan minuman kekinian.
Materi pelatihan diberikan secara bertahap selama beberapa hari dengan menu yang berbeda pada setiap pertemuan.
Melalui pelatihan tersebut, peserta diharapkan memiliki keterampilan yang dapat menjadi bekal untuk meningkatkan kemandirian dan mengembangkan usaha ekonomi produktif.",finance
187,"Tangerang Selatan - Sampah plastik kresek dan bungkus kopi diolah menjadi tas hingga lukisan di Bank Sampah My Darling, Bintaro, sekaligus menjadi ruang belajar warga.
Seorang warga terlihat memilah sampah tutup botol galon di Bank Sampah My Darling, Bintaro, Tangerang Selatan.
Bank Sampah My Darling menjadi ruang pemberdayaan masyarakat untuk belajar mengolah dan mendaur ulang sampah. Kegiatan tersebut melibatkan berbagai kelompok usia, mulai dari anak-anak, remaja karang taruna, hingga ibu-ibu.
Salah satu sampah yang menjadi fokus pengelolaan saat ini adalah plastik kresek dan plastik multilayer, seperti bungkus kopi.
Material tersebut diolah menjadi berbagai kerajinan, mulai dari tas hingga karya lukisan.
Plastik kresek yang sebelumnya menjadi limbah diolah kembali menjadi material untuk menghasilkan barang bernilai guna.
Tak hanya mengandalkan sampah dari nasabah, Bank Sampah My Darling juga menerima hibah sampah dari sejumlah toko besar di sekitar wilayah Bintaro. Sampah-sampah tersebut kemudian dimanfaatkan sebagai bahan untuk berbagai kegiatan pengolahan dan kerajinan.
Bank Sampah My Darling didirikan oleh Yeni Mulyani Hidayat, yang akrab disapa Mbak Darling. Yeni memulai bank sampah tersebut pada 2012 di Jakarta sebelum kemudian pindah ke kawasan Bintaro, Tangerang Selatan.
Melalui Bank Sampah My Darling, Yeni ingin semakin banyak masyarakat yang memahami bahwa sampah dapat diolah dan dimanfaatkan kembali. Edukasi tersebut juga dikenalkan sejak dini dengan melibatkan anak-anak dalam proses pembuatan kerajinan.",finance
188,"Anak usaha PT Semen Indonesia (Persero) Tbk, PT Solusi Bangun Indonesia Tbk menyiapkan sejumlah langkah untuk menghadapi kemarau yang diprediksi lebih panjang. Perusahaan menyatakan terus memperkuat pengelolaan air melalui efisiensi penggunaan, pemanfaatan kembali air, pengembangan sumber air alternatif, serta penerapan teknologi untuk mengoptimalkan penggunaan dan distribusi air dalam kegiatan operasional.
Sebagai bagian dari Target Keberlanjutan 2030, Solusi Bangun Indonesia menargetkan pengurangan pengambilan air baku sebesar 10% dibandingkan baseline 2019. Hingga 2025, Perusahaan telah mengurangi pengambilan air baku sebesar 45%, jauh melampaui target yang ditetapkan untuk 2030.
 
Direktur Operasi Solusi Bangun Indonesia, Edi Sarwono, mengatakan perubahan pola iklim mendorong industri untuk semakin adaptif dalam mengelola sumber daya air.
""Air merupakan sumber daya vital bagi kehidupan termasuk kegiatan ekonomi dan industri. Karena itu, kami terus berupaya menurunkan penggunaan air permukaan dengan memanfaatkan sumber air alternatif seperti pemanenan air hujan, penggunaan recycled water, serta penggunaan teknologi yang membantu mengoptimalkan distribusi air ke fasilitas produksi agar lebih efisien,"" ujar Edi Sarwono dalam keterangannya, Jumat (18/9/2026).
 
Upaya tersebut tercermin pada perubahan komposisi penggunaan air di seluruh area operasi Perusahaan. Berdasarkan Laporan Keberlanjutan 2025, total pengambilan air baku turun dari 2.252 megaliter pada 2024 menjadi 2.132 megaliter pada tahun 2025. Dengan komposisi pengambilan air permukaan berkurang sekitar 18% dari 841 megaliter pada 2024 menjadi 688 megaliter pada 2025.
Penggunaan air tanah turun sekitar 11% dari 487 megaliter menjadi 432 megaliter, sementara volume air hujan yang ditampung meningkat sekitar 9% dari 676 megaliter menjadi 734 megaliter.
 
Pemanfaatan recycled water juga terus ditingkatkan. Pada tahun 2025, kegiatan produksi semen di keempat pabrik Solusi Bangun Indonesia memanfaatkan 563 megaliter recycled water dari proses produksi, angka ini setara dengan 31,7% dari total pengambilan air serta meningkat 24% dari tahun sebelumnya.
Solusi Bangun Indonesia menerapkan berbagai pendekatan sesuai dengan karakteristik masing-masing fasilitas produksi. Di Pabrik Cilacap, Jawa Tengah, air hujan yang tertampung di settling pond dimanfaatkan kembali untuk kebutuhan produksi. Melalui inisiatif tersebut, Pabrik Cilacap mencatat pengurangan 37% penggunaan air baku pada tahun 2025 dibandingkan baseline 2019.
 
Sementara itu, Pabrik Narogong, Jawa Barat, menerapkan teknologi Programmable Logic Control (PLC) dan Internet of Things (IoT) dalam River Pump Management untuk mengatur distribusi air secara lebih presisi. Penerapan teknologi tersebut membantu mengurangi konsumsi air tawar dari sungai sebesar 82 megaliter sepanjang 2025.
 
Pabrik Lhoknga, Aceh, memanfaatkan air hujan melalui fasilitas penampungan yang juga menjadi bagian dari upaya mengurangi penggunaan air sungai untuk kebutuhan operasional. Pada tahun 2025, Pabrik Lhoknga berhasil mengurangi penggunaan air baku dari sungai sebesar 100%.
 
Menurut Edi Sarwono, berbagai inisiatif tersebut merupakan bagian dari upaya Perusahaan untuk mengoptimalkan penggunaan air melalui efisiensi, penggunaan kembali, dan pemanfaatan sumber alternatif.
""Ketahanan menghadapi perubahan iklim dibangun dari keputusan yang kita ambil hari ini. Setiap upaya untuk menggunakan kembali air, memanfaatkan sumber alternatif, dan mengurangi kehilangan air membantu menjaga ketersediaannya bagi operasi, lingkungan, maupun masyarakat,"" tutup Edi Sarwono.
(acd/acd)",finance
189,"Industrial Festival 2026 kembali diselenggarakan Kementerian Perindustrian sebagai wadah edukasi, kolaborasi, dan eksplorasi industri yang dikemas secara kreatif dan relevan bagi generasi muda.
Tahun ini acara tersebut mengusung tema besar 'Start Your Journey' yang diharapkan mampu memacu keterlibatan aktif generasi muda sebagai pelaku industri, inovator, hingga entrepreneur masa depan.
Menteri Perindustrian Agus Gumiwang Kartasasmita menyampaikan, Industrial Festival merupakan bagian dari komitmen untuk membangun optimisme generasi muda terhadap masa depan industri nasional yang semakin adaptif, modern, dan berdaya saing global.
""Industrial Festival bukan sekadar event, tetapi menjadi ruang aktualisasi bagi generasi muda untuk melihat langsung berbagai peluang dan transformasi yang sedang berlangsung di sektor industri. Kami ingin generasi muda Indonesia berani memulai perjalanan mereka di sektor industri nasional yang kini semakin inovatif, hijau, dan berbasis teknologi,"" kata Agus Gumiwang dalam keterangannya, Jumat (17/9/2026).
Menurut Agus, sektor industri manufaktur nasional terus menunjukkan ketahanan yang kuat di tengah dinamika global. Oleh karena itu, diperlukan dukungan sumber daya manusia yang kreatif, adaptif, dan memiliki kemampuan menghadapi disrupsi teknologi maupun tantangan keberlanjutan.
""Generasi muda harus menjadi bagian dari transformasi industri nasional. Mereka tidak hanya menjadi pengguna teknologi, tetapi juga pencipta solusi dan inovasi industri masa depan,"" tegas Agus.
Industrial Festival 2026 akan menghadirkan berbagai rangkaian kegiatan, antara lain inspiring talkshow, community engagement, coaching clinic, layanan publik on location, career and networking corner, hingga kompetisi content creation.
Pada tahun ini, Industrial Festival juga akan berkolaborasi dengan dua agenda besar nasional, yakni Halal Indo 2026 yang berlangsung pada 24-27 September 2026 di ICE BSD, Tangerang, serta peringatan Hari Batik Nasional 2026 di Surabaya.
Sekretaris Jenderal Kementerian Perindustrian Eko S.A. Cahyanto mengatakan, Industrial Festival menjadi sarana strategis untuk memperkuat komunikasi publik Kemenperin sekaligus memperkenalkan lebih dekat ekosistem industri nasional kepada masyarakat, khususnya generasi muda.
""Melalui Industrial Festival, kami ingin membangun awareness bahwa industri manufaktur memiliki peluang karier yang luas, inovasi yang berkembang pesat, dan kontribusi besar terhadap perekonomian nasional. Karena itu, pendekatan komunikasi kepada generasi muda perlu dilakukan dengan cara yang kreatif, inklusif, dan interaktif,"" ujar Eko.
Selain menghadirkan edukasi terkait perkembangan industri masa depan, kegiatan tersebut juga akan memperkuat kolaborasi antara pemerintah, dunia industri, komunitas, akademisi, dan media. Kemenperin juga menyiapkan layanan publik secara langsung di lokasi acara sebagai bentuk pelayanan yang lebih dekat dengan masyarakat.
Dalam rangkaian Industrial Festival x Halal Indo 2026, Kemenperin juga akan mengangkat berbagai isu strategis terkait pengembangan industri halal nasional, penguatan bisnis halal berbasis teknologi, hingga pengembangan industri yang berkelanjutan dan berbasis ESG syariah. Sementara pada kolaborasi dengan Hari Batik Nasional 2026, Industrial Festival akan mendukung penguatan ekosistem batik sebagai bagian dari industri kreatif nasional yang kompetitif dan dekat dengan generasi muda.
(hal/ara)",finance
190,"Presiden Prabowo Subianto menerima kunjungan Wakil PM Malaysia Ahmad Zahid Hamidi di kediaman pribadinya, di Hambalang, Bogor.
Salah satu materi pembahasan soal Kerja sama industri halal. Prabowo bilang kerja sama industri halal Indonesia dan Malaysia harus diperkuat karena hubungan kedua negara sangat baik dengan berbagai kesamaan, termasuk dari sisi pemeluk agama Islam.
""Gagasan untuk kita kerja sama di bidang industri halal dan lain-lain saya kira hubungan kita dengan Malaysia cukup baik,"" ujar Prabowo dalam keterangannya, Jumat (18/9/2026).
""Indonesia dan Malaysia adalah saudara. Kita harus bekerja sama kita harus pelihara hubungan yang sangat baik,"" sambungnya.
Sebelumnya, Ahmad Zahid sudah sempat bertemu dengan Wakil Presiden (Wapres) Gibran Rakabuming Raka dan menyampaikan kedua negara memiliki peluang besar untuk bersama-sama memperluas pasar produk halal.
Salah satu langkah yang dibahas adalah penguatan saling pengakuan terhadap produk halal kedua negara untuk mempermudah akses pasar produk Indonesia di Malaysia maupun produk Malaysia di Indonesia.
""Paling penting karena produk halal ini, di market, kebutuhan di dunia bernilai US$ 1,3 triliun. Besar. Dan tentunya, Indonesia dan Malaysia mempunyai market share untuk kita menawarkan produk-produk halal ke seluruh dunia,"" ujar Ahmad dalam keterangan pers BPMI Setwapres.
Merespons peluang tersebut, Indonesia pun mendorong agar kerja sama halal Indonesia dan Malaysia segera diperluas dari kerja sama bilateral menuju penguatan ekosistem halal di tingkat ASEAN.
Kepala BPJPH Ahmad Haikal menambahkan Gibran memberikan dukungan terhadap percepatan pembentukan ASEAN Halal Council sebagai langkah memperkuat kerja sama halal di kawasan.
""Mas Wapres sangat mendukung dan meminta segera dilakukan percepatan menuju ASEAN Halal Council. Karena ketika ASEAN Halal Council terwujud, ini sudah naik kelas halal,"" tutur Haikal.
Menurut Haikal, sebagai langkah awal menuju penguatan kerja sama tersebut, Indonesia dan Malaysia berencana memprakarsai pembentukan Indonesia-Malaysia Halal Council pada akhir tahun ini.
Inisiatif tersebut diharapkan menjadi wadah untuk memperkuat saling pengakuan sertifikasi halal kedua negara sehingga produk halal Indonesia dapat lebih mudah memasuki pasar Malaysia, demikian pula sebaliknya.
""Rencananya di akhir tahun ini kita berdua memprakarsai Indonesia-Malaysia Halal Council. Sehingga barang-barang halal yang ada di Indonesia itu sudah otomatis halal di Malaysia dan barang-barang di Malaysia pun sudah di Indonesia,"" jelasnya.
(hal/hns)",finance
191,"Presiden Prabowo Subianto menegaskan pemerintah yang dipimpinnya telah bekerja keras, salah satu hasilnya harga pupuk turun. Di sisi lain, produksi pupuk diklaim melimpah.
Prabowo mengatakan, capaian tersebut menjadi yang pertama kali diraih Indonesia dalam sejarah.
""Harga pupuk turun, tapi jumlah pupuk tambah,"" ungkap Prabowo dalam sambutannya di HUT ke-28 Partai Amanat Nasional, dikutip dari YouTube PAN TV, Jumat (18/9/2026).
Prabowo juga mengatakan PT Pupuk Indonesia (Persero) berhasil membalikan kinerja keuangannya. Hal tersebut tercermin dari laba perusahaan yang tumbuh tinggi setelah menelan kerugian.
""PT Pupuk yang dari dulu mengalami kerugian, sekarang naik keuntungannya 252%,"" tegasnya.
Selama memimpin pemerintah kurang dari 2 tahun, Prabowo mengaku berhasil 125 kebijakan yang baik. Hal tersebut juga dirasakan oleh masyarakat Indonesia.
""Gak sampai dua tahun kita sudah menghasilkan 125 kebijakan luar biasa, kalian merasakan. Pertama kali dalam sejarah Indonesia, kita bisa turunkan harga pupuk,"" pungkasnya.
(hns/hns)",finance
